,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protein Mass (Da) / Cell,,,,,,,,,,,,,,,,,,
Accession,UP_AC,Description,Peptide count,Peptides used for quantitation,Confidence score,Gene,nb of possible Peptides,Molecular weight (Da),LC-MS Experiment,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35
sp|P0AFL6|PPX_ECOLI,P0AFL6,Exopolyphosphatase OS=Escherichia coli (strain K12) GN=ppx PE=1 SV=2,7,6,228.87,ppx ,31,58081.15167,OGE-fractionation,15.71483141,28.18347421,9.816153603,12.75987463,8.075912629,4.77400599,9.14186334,0.529659565,1.256700502,1.725806417,1.920621063,19.47958995,41.57616325,7.229091726,8.632325985,2.678925514,1.978286452,23.23413447,1.822554465,912735.5066,1636928.64,570133.5062,741108.2135,469058.3063,277279.766,530969.9512,30763.23753,72990.61244,100236.8243,111551.8833,1131397.018,2414791.444,419873.973,501375.4348,155595.0791,114901.1554,1349465.288,105856.0623
sp|P0AFU8|RISA_ECOLI,P0AFU8,Riboflavin synthase alpha chain OS=Escherichia coli (strain K12) GN=ribE PE=1 SV=1,7,6,348.33,ribE,12,23412.01845,No fractionation,645.1171053,637.4562487,782.6426002,627.3424278,619.4053474,134.3222095,145.2459696,257.5421513,607.6925749,279.9023314,497.7227083,512.2884669,879.6426566,507.9356324,477.8189256,478.3717999,277.1621223,263.3115075,425.5716347,15103493.57,14924137.46,18323243,14687352.49,14501529.42,3144754.047,3400501.32,6029581.598,14227309.78,6553078.548,11652693.23,11993707.04,20594210.11,11891798.4,11186705.5,11199649.41,6488924.721,6164653.872,9963490.964
sp|P0AFX0|RP5M_ECOLI,P0AFX0,Probable sigma(54) modulation protein OS=Escherichia coli (strain K12) GN=yhbH PE=1 SV=1,6,6,613.78,yhbH,4,10725.60191,No fractionation,4146.494656,3612.23178,4624.680291,3407.331509,4674.176341,9480.226622,6815.469588,4897.24481,4762.168291,4257.051813,4737.516121,3719.884168,4632.077461,3647.138076,2891.4091,3214.971177,2818.614259,3894.525239,4379.604475,44473651,38743360.08,49602479.76,36545681.34,50133354.69,101681136.8,73100013.64,52525898.29,51077121.32,45659443.06,50812711.95,39897996.74,49681818.87,39117751.11,31012102.97,34482501,30231334.48,41771127.35,46973894.12
sp|P0AG48|RL21_ECOLI,P0AG48,50S ribosomal protein L21 OS=Escherichia coli (strain K12) GN=rplU PE=1 SV=1,7,6,387.78,rplU,6,11539.18454,No fractionation,8499.800204,7727.370683,8543.695768,7267.420649,9940.154726,2570.519078,4144.741581,4750.722858,7394.90536,4335.833807,5766.932089,4840.238407,20517.56953,8846.170973,5163.270415,5624.707186,5649.965159,5874.651838,6380.880382,98080763.1,89167556.33,98587282.12,83860107.99,114701279.7,29661694.01,47826937.97,54819467.76,85331177.6,50031986.43,66545693.6,55852404.19,236756021.1,102077599.3,59579930.15,64904534.2,65195990.61,67788691.66,73630156.25
sp|P0AG76|SBCD_ECOLI,P0AG76,Nuclease sbcCD subunit D OS=Escherichia coli (strain K12) GN=sbcD PE=1 SV=1,6,6,314,sbcD,20,44667.82748,OGE-fractionation,41.83447488,55.28796495,41.44965354,21.2280035,13.91152377,2.814686053,2.738684098,3.429920503,10.32792377,10.1838421,12.04699955,30.34911056,33.11110877,36.00530774,82.46451713,12.64388826,5.841697223,5.052385695,7.424957768,1868655.107,2469593.28,1851465.973,948208.7979,621397.5437,125725.911,122331.0688,153207.0973,461325.9172,454890.1019,538113.2976,1355628.835,1479001.294,1608278.875,3683510.824,564775.0194,260935.9237,225679.0926,331656.7326
sp|P0AGG2|TESB_ECOLI,P0AGG2,Acyl-CoA thioesterase 2 OS=Escherichia coli (strain K12) GN=tesB PE=1 SV=2,7,6,353.29,tesB,15,31928.35792,No fractionation,494.1507664,429.3773847,525.8146863,518.7499257,595.2069667,218.5331871,282.1707467,356.9616555,494.5444064,345.119687,475.3468873,377.9623655,721.9261714,492.3751686,359.6781658,312.3193475,395.9370415,382.7194834,387.9866885,15777422.54,13709314.82,16788399.5,16562833.3,19003981.07,6977405.815,9009248.595,11397199.5,15789990.82,11019104.89,15177045.55,12067717.68,23049917.19,15720730.62,11483933.21,9971843.911,12641619.57,12219604.65,12387777.86
sp|P0CE49|INSH1_ECOLI,P0CE49,Transposase insH for insertion sequence element IS5A OS=Escherichia coli (strain K12) GN=insH1 PE=3 SV=1,6,6,196.39,insH,19,39284.07353,No fractionation,56.20414684,56.49985081,35.94365314,47.38587356,69.6768343,26.6271429,30.82254301,22.585667,54.94445836,19.16789559,28.46947967,39.39667541,121.5022226,71.40150367,72.23904265,56.5781445,52.43963102,45.07245671,58.44212187,2207927.837,2219544.294,1412013.113,1861510.141,2737189.882,1046022.639,1210835.046,887257.0033,2158442.142,752993.0199,1118397.133,1547661.894,4773102.245,2804941.92,2837843.863,2222619.989,2060042.321,1770629.704,2295844.613
sp|P10346|GLNQ_ECOLI,P10346,Glutamine transport ATP-binding protein GlnQ OS=Escherichia coli (strain K12) GN=glnQ PE=1 SV=1,6,6,384.81,glnQ,10,26696.11147,No fractionation,432.3195496,335.9723061,348.4511623,437.6122766,235.0250768,53.23246801,76.02148247,673.3477809,585.1958604,395.2406956,540.4698201,409.1782743,450.7378638,572.2916946,312.8886443,516.2825945,534.9183458,553.0634298,565.6488889,11541250.89,8969154.134,9302291.071,11682546.12,6274255.647,1421099.9,2029477.97,17975767.42,15622453.92,10551389.67,14428442.56,10923468.82,12032948.26,15277962.87,8352910.126,13782737.69,14280239.79,14764642.97,15100625.79
sp|P10442|RNH2_ECOLI,P10442,Ribonuclease HII OS=Escherichia coli (strain K12) GN=rnhB PE=1 SV=2,6,6,297.15,rnhB,11,21494.37992,OGE-fractionation,81.68806141,87.82273006,57.34384755,45.3523092,69.87650664,19.85771416,31.52428345,9.309490349,33.30237676,22.37678659,31.2324956,52.00772358,234.8205196,91.81724806,79.28448904,31.98346402,25.36099191,11.29222941,248.0661333,1755834.227,1887695.125,1232570.445,974819.7642,1501952.181,426829.2525,677594.9251,200101.7224,715813.9382,480975.1523,671323.1263,1117873.769,5047321.461,1973554.813,1704170.929,687464.7267,545118.7953,242719.4691,5332027.713
sp|P13024|FDHE_ECOLI,P13024,Protein FdhE OS=Escherichia coli (strain K12) GN=fdhE PE=3 SV=2,6,6,277.93,fdhE,18,34706.33649,No fractionation,171.4826843,133.8410353,122.4482153,129.1697804,45.53885209,6.820055703,5.106806477,30.59012186,62.52586965,46.4324618,54.72512854,91.04759241,534.4457403,99.52904852,96.87122597,77.57751828,40.06029675,26.48253491,29.58858068,5951535.744,4645132.009,4249728.961,4483009.863,1580486.724,236699.1481,177238.544,1061671.063,2170043.871,1611500.643,1899308.726,3159928.379,18548653.7,3454288.649,3362045.365,2692431.453,1390346.139,919111.7676,1026911.237
sp|P16525|TUS_ECOLI,P16525,DNA replication terminus site-binding protein OS=Escherichia coli (strain K12) GN=tus PE=1 SV=1,6,6,235.8,tus ,21,35743.13016,OGE-fractionation,18.20101406,6.835032215,19.33428697,25.78790845,5.751655769,2.013797031,5.021432098,9.356053274,7.452422995,5.278518112,6.105625038,27.16755931,31.92198346,17.27735833,6.763162629,13.88389523,4.979340365,8.607019792,10.16970181,650561.2146,244305.4461,691067.9357,921740.5684,205582.1808,71979.4094,179481.7011,334414.63,266372.9251,188670.7599,218234.1504,971053.6087,1140991.61,617546.8677,241736.6021,496253.8744,177977.2108,307641.8287,363496.9754
sp|P18133|PNCB_ECOLI,P18133,Nicotinate phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=pncB PE=1 SV=3,8,6,295.16,pncB,28,45850.34614,No fractionation,182.4301565,165.8277242,110.2524216,152.2124463,32.6500883,3.849597723,5.569568057,7.926365177,20.25419226,14.47547369,22.83842945,114.2218263,107.4130965,111.2966561,81.9572936,44.08066374,23.19262856,15.91854514,17.37814637,8364485.82,7603258.556,5055111.692,6978993.35,1497017.85,176505.3881,255366.6232,363426.587,928661.726,663705.4792,1047149.896,5237110.272,4924927.656,5102990.204,3757770.28,2021113.691,1063390.048,729870.8049,796794.0262
sp|P18390|YJJA_ECOLI,P18390,Uncharacterized protein yjjA OS=Escherichia coli (strain K12) GN=yjjA PE=4 SV=3,6,6,291.72,yjjA,8,17323.79744,No fractionation,604.2924178,553.2796715,598.1753555,566.5445278,683.2315292,349.3014343,168.0759742,654.9731962,624.9695322,385.3255367,451.1946778,489.850911,969.9083622,637.3676378,474.8732984,442.1949297,458.3479821,556.8263988,512.8855987,10468639.44,9584904.957,10362668.69,9814702.641,11836164.62,6051227.293,2911714.131,11346622.98,10826845.58,6675301.546,7816405.204,8486077.958,16802496,11041627.85,8226608.83,7660495.392,7940327.6,9646347.743,8885126.222
sp|P21362|YCIF_ECOLI,P21362,Protein yciF OS=Escherichia coli (strain K12) GN=yciF PE=1 SV=1,7,6,437.17,yciF,8,18567.66099,No fractionation,359.7569997,397.2998036,425.7286245,333.084767,266.3586051,245.3272245,388.0172857,933.4138752,391.3195513,763.1127767,682.0311955,377.454077,511.2148551,530.1883416,313.9772057,242.7832154,266.7696051,648.6637556,519.1495805,6679846.009,7376928.065,7904784.773,6184605.035,4945656.282,4555152.736,7204573.42,17331312.4,7265888.768,14169219.33,12663724.02,7008439.342,9492064.122,9844357.387,5829822.314,4507916.437,4953287.59,12044168.71,9639393.413
sp|P21829|YBHA_ECOLI,P21829,Phosphatase YbhA OS=Escherichia coli (strain K12) GN=ybhA PE=3 SV=3,6,6,349.61,ybhA,11,30164.13345,No fractionation,313.696307,227.5620887,266.6755687,271.565675,177.0504299,18.90417828,23.54879065,14.41082185,146.6629134,53.92873089,103.9585443,198.471358,556.9210892,236.0166165,226.2208274,222.2058507,146.7498253,40.28989978,72.01734977,9462377.268,6864213.21,8044037.442,8191543.261,5340572.794,570228.1564,710328.8637,434689.9533,4423959.691,1626713.435,3135819.403,5986716.529,16799042.06,7119236.718,6823755.226,6702646.935,4426581.314,1215309.914,2172340.949
sp|P21866|KDPE_ECOLI,P21866,KDP operon transcriptional regulatory protein kdpE OS=Escherichia coli (strain K12) GN=kdpE PE=1 SV=3,6,6,224.33,kdpE,15,25328.48452,OGE-fractionation,59.08453042,74.84671011,82.42545479,42.5987881,13.36956863,13.15641431,15.93364395,27.38575931,24.36340153,32.44426527,34.62066264,25.94227863,59.55964167,70.13473596,14.64168628,25.44239171,21.0572417,18.83089865,53.30771621,1496521.614,1895753.738,2087711.856,1078962.745,338630.912,333232.0361,403575.054,693639.7808,617088.0386,821764.0708,876888.9177,657078.6026,1508555.462,1776406.574,370851.7244,644417.2247,533348.0204,476958.1249,1350203.665
sp|P21893|RECJ_ECOLI,P21893,Single-stranded-DNA-specific exonuclease recJ OS=Escherichia coli (strain K12) GN=recJ PE=1 SV=2,7,6,270.97,recJ,31,63330.91448,OGE-fractionation,5.090743375,24.25439962,12.97235852,13.62305703,4.081796043,4.790055075,2.957269388,0.885455523,1.571522789,0.836987732,0.571964333,5.19648955,30.82571949,4.105557442,12.55574174,3.506275472,2.686614214,5.204294226,3.827668541,322401.4333,1536053.308,821551.3278,862760.6599,258503.8761,303358.5683,187286.5747,56076.708,99525.97538,53007.19849,36223.02424,329098.4353,1952221.005,260008.7072,795166.6066,222055.6321,170145.735,329592.7126,242409.749
sp|P23871|HEMH_ECOLI,P23871,Ferrochelatase OS=Escherichia coli (strain K12) GN=hemH PE=1 SV=3,6,6,338.85,hemH,16,35843.27231,OGE-fractionation,66.50279304,91.10754034,113.314498,29.19262851,37.54122465,19.5094083,9.945892046,6.332824921,39.44340231,14.02913466,42.33464727,49.15594506,162.5349091,32.98379595,93.97949209,25.52137609,23.75337082,15.19663265,108.7597545,2383677.72,3265592.378,4061562.409,1046359.333,1345600.338,699281.0343,356493.317,226989.1681,1413780.61,502850.0939,1517412.29,1761909.925,5825783.005,1182247.18,3368532.527,914769.6329,851398.5387,544697.0422,3898305.497
sp|P24171|DCP_ECOLI,P24171,Peptidyl-dipeptidase dcp OS=Escherichia coli (strain K12) GN=dcp PE=1 SV=4,6,6,385.53,dcp ,31,77448.95692,No fractionation,187.3596908,180.0042333,142.3619977,180.6359344,70.76315752,35.38385466,51.50393945,31.81566559,48.91402963,57.52487638,47.57435485,143.4375803,163.8388845,125.1695156,130.6616783,79.42703016,31.19890266,38.61926553,35.34622937,14510812.62,13941140.11,11025788.23,13990064.7,5480532.738,2740442.635,3988926.388,2464090.113,3788340.573,4455241.672,3684584.159,11109090.98,12689150.7,9694248.423,10119610.69,6151540.637,2416322.468,2991021.832,2737528.596
sp|P24203|YJIA_ECOLI,P24203,Uncharacterized GTP-binding protein YjiA OS=Escherichia coli (strain K12) GN=yjiA PE=1 SV=3,7,6,489.78,yjiA,17,35619.19065,No fractionation,95.47732105,101.9549798,63.41359441,111.1774088,28.53068332,20.52813841,12.41643117,17.03810568,69.84123469,41.02500561,67.32191371,124.1702196,442.1443869,106.1719267,118.5397639,121.1763282,222.7882528,37.46515411,68.82229106,3400824.901,3631553.863,2258740.909,3960049.319,1016239.849,731195.6758,442263.2289,606883.5344,2487688.253,1461277.496,2397952.079,4422842.724,15748825.21,3781758.1,4222290.451,4316202.736,7935537.253,1334478.467,2451394.306
sp|P25524|CODA_ECOLI,P25524,Cytosine deaminase OS=Escherichia coli (strain K12) GN=codA PE=1 SV=3,6,6,198.94,codA,17,47543.17582,No fractionation,190.8971911,180.769219,144.2523484,142.0012201,48.98029587,50.95438745,86.28689216,17.34569058,40.53432688,22.44724476,26.88958803,82.99572274,104.0359767,164.1405738,89.9771365,97.62810716,62.87996236,12.58078258,16.00267491,9075858.721,8594342.764,6858214.764,6751188.974,2328678.818,2422533.401,4102352.885,824669.2169,1927130.63,1067213.304,1278416.411,3945880.238,4946200.734,7803764.161,4277798.821,4641550.264,2989513.106,598130.358,760817.9871
sp|P25718|AMY1_ECOLI,P25718,Alpha-amylase OS=Escherichia coli (strain K12) GN=malS PE=1 SV=1,6,6,223.84,malS,35,75646.94856,OGE-fractionation,23.01197047,2.835023306,5.281586419,20.17812962,2.819755265,15.49167134,7.684584476,10.50381522,9.899895574,3.351790192,2.91620507,3.992630593,3.047588225,5.388680062,3.453079294,4.486309913,3.70020795,13.89520893,21.71520955,1740785.346,214460.8622,399535.8961,1526413.933,213305.8815,1171897.665,581315.3666,794581.57,748896.8912,253552.7003,220602.0149,302030.3211,230540.7497,407637.2035,261214.9117,339375.6552,279909.4405,1051130.155,1642689.34
sp|P26612|AMY2_ECOLI,P26612,Cytoplasmic alpha-amylase OS=Escherichia coli (strain K12) GN=amyA PE=3 SV=3,6,6,219.44,amyA,23,56585.35938,No fractionation,65.74608834,37.36539741,59.21500649,59.41727019,5.331409615,2.554707524,3.534158615,4.763668882,15.65647806,16.9653909,28.97696218,71.59848244,13.78355163,33.84097618,33.73408431,34.74284589,18.96424853,8.821887526,8.445641001,3720266.037,2114334.441,3350702.423,3362147.587,301679.7291,144559.0434,199981.6353,269553.9157,885927.4374,959992.7414,1639671.819,4051425.86,779947.2225,1914903.799,1908855.284,1965936.421,1073098.819,499189.6761,477899.6313
sp|P28248|DCD_ECOLI,P28248,Deoxycytidine triphosphate deaminase OS=Escherichia coli (strain K12) GN=dcd PE=1 SV=1,6,6,219.56,dcd ,9,21217.97047,No fractionation,396.6599053,392.6007108,382.7955325,379.2170499,187.6321196,62.89679757,46.74027633,223.1511678,287.1654486,257.3171552,335.4952612,290.6445999,345.3190178,403.4716687,430.3928156,366.3707468,195.4522068,198.577686,240.2021904,8416318.158,8330190.288,8122144.305,8046216.166,3981172.772,1334542.394,991733.8029,4734814.889,6093068.009,5459747.801,7118528.545,6166888.538,7326968.722,8560849.952,9132062.052,7773643.686,4147099.152,4213415.478,5096602.982
sp|P29012|ALR2_ECOLI,P29012,"Alanine racemase, catabolic OS=Escherichia coli (strain K12) GN=dadX PE=2 SV=2",7,6,367.89,dadX,20,38801.9209,No fractionation,34.35294312,28.10144461,61.9887067,37.72169059,50.30264729,48.5906881,14.51579241,192.1849429,147.306153,63.07643339,185.0530453,97.67869985,368.3145816,98.24935285,82.06713212,112.9608158,147.8624431,116.977235,113.3162105,1332960.182,1090390.031,2405280.894,1463674.054,1951839.341,1885412.036,563240.6288,7457144.953,5715761.695,2447486.779,7180413.626,3790121.185,14291313.26,3812263.618,3184362.369,4383096.638,5737346.822,4538941.42,4396886.637
sp|P29217|YCEH_ECOLI,P29217,UPF0502 protein yceH OS=Escherichia coli (strain K12) GN=yceH PE=1 SV=3,7,6,554.26,yceH,13,24144.21298,No fractionation,480.6569885,270.9619096,412.8362589,364.2604072,180.6807912,76.68834559,87.77842235,203.6154547,300.0329355,206.313119,270.8492095,249.0231451,507.5440495,336.1270306,233.5632412,277.2917753,222.0533047,205.8146234,220.4489982,11605084.7,6542162.055,9967606.561,8794780.852,4362395.504,1851579.749,2119340.924,4916134.903,7244059.096,4981267.886,6539440.999,6012467.853,12254251.63,8115522.616,5639200.639,6694991.68,5361302.281,4969232.102,5322567.565
sp|P31441|ADEC_ECOLI,P31441,Adenine deaminase OS=Escherichia coli (strain K12) GN=ade PE=1 SV=2,6,6,390.66,ade ,30,63681.13247,OGE-fractionation,32.25301983,48.02724494,12.14261836,13.71650468,10.17271055,7.156788044,5.215349865,8.157357332,31.03920924,13.79536464,17.24213784,29.41645492,146.9160213,49.6918817,33.05739853,48.31686536,27.37101611,16.9828928,29.56476545,2053908.828,3058429.347,773255.6881,873482.5516,647809.7281,455752.3675,332119.3856,519469.7529,1976611.996,878504.443,1097998.864,1873273.163,9355778.615,3164435.301,2105132.575,3076872.703,1743017.303,1081489.846,1882717.745
sp|P32162|YIIS_ECOLI,P32162,UPF0381 protein yiiS OS=Escherichia coli (strain K12) GN=yiiS PE=1 SV=1,6,6,437.12,yiiS,4,10751.22245,No fractionation,562.3839819,759.571217,664.5692431,761.4070153,965.9331152,8156.447252,6414.331459,939.7995058,654.6080638,547.1001379,895.3357876,670.2402369,1043.741961,615.1471092,648.4548179,526.0207466,435.2770726,544.9471253,667.2457447,6046315.292,8166319.12,7144931.766,8186056.197,10384961.79,87691778.8,68961904.38,10103993.55,7037836.911,5881995.285,9625954.22,7205901.882,11221502.01,6613583.41,6971681.996,5655366.06,4679760.635,5858847.767,7173707.43
sp|P33599|NUOCD_ECOLI,P33599,NADH-quinone oxidoreductase subunit C/D OS=Escherichia coli (strain K12) GN=nuoC PE=1 SV=3,7,6,320.06,nuoC,36,68174.53178,No fractionation,26.68168929,23.78010621,21.95210729,19.92144552,13.55516804,10.17057253,12.51896146,2.24949695,5.207095269,1.59098317,1.493946071,30.06962555,213.0578517,13.67759625,27.48509181,5.663647355,3.090489074,1.732439919,1.812187662,1819011.674,1621197.607,1496574.636,1358135.221,924117.2344,693374.0204,853474.3358,153358.4013,354991.2819,108464.5327,101849.0739,2049982.643,14525119.28,932463.7201,1873783.265,386116.5066,210692.6456,118108.2803,123545.0453
sp|P36553|HEM6_ECOLI,P36553,"Coproporphyrinogen-III oxidase, aerobic OS=Escherichia coli (strain K12) GN=hemF PE=1 SV=1",6,6,186.94,hemF,17,34282.78379,OGE-fractionation,115.9006455,71.8136372,103.4967314,138.0338469,70.50381865,17.2734135,11.33148135,15.99141125,42.69022742,20.58853402,33.61566236,34.14435832,44.08001824,49.08107204,54.00176207,28.46293541,45.04282511,16.16489741,48.7883679,3973396.77,2461971.397,3548156.067,4732184.529,2417067.171,592180.7004,388474.725,548230.0944,1463539.837,705832.2604,1152438.484,1170563.654,1511185.735,1682635.781,1851330.733,975788.6607,1544193.435,554177.6828,1672601.068
sp|P36659|CBPA_ECOLI,P36659,Curved DNA-binding protein OS=Escherichia coli (strain K12) GN=cbpA PE=1 SV=2,7,6,244.9,cbpA,15,34415.7121,No fractionation,156.0964295,170.9606687,194.9039339,181.7666152,75.70433626,46.72285596,84.0438287,115.6201859,106.4114942,87.63690705,179.7770367,95.48785321,132.6276986,131.2093798,120.2767969,119.063012,107.3658645,64.40949435,51.42465082,5372169.776,5883733.155,6707757.676,6255627.498,2605418.641,1608000.359,2892428.212,3979151.031,3662227.348,3016086.562,6187154.738,3286282.465,4564476.691,4515664.239,4139411.614,4097638.343,3695072.683,2216698.614,1769815.978
sp|P36680|YACF_ECOLI,P36680,UPF0289 protein yacF OS=Escherichia coli (strain K12) GN=yacF PE=3 SV=2,6,6,250.99,yacF,14,28255.84769,OGE-fractionation,59.03240245,38.5452171,52.37897256,66.08460679,36.9490154,55.98083227,710.2384936,26.97545905,15.62625077,18.73907882,30.51499532,38.37946887,72.45797978,25.56392738,38.28243643,22.05424118,9.577475598,124.977803,39.61817532,1668010.573,1089127.783,1480012.271,1867276.584,1044025.752,1581785.87,20068390.7,762214.4623,441532.9618,529488.557,862227.06,1084444.427,2047361.64,722330.4384,1081702.693,623161.2797,270619.6917,3531353.767,1119445.128
sp|P36929|RSMB_ECOLI,P36929,Ribosomal RNA small subunit methyltransferase B OS=Escherichia coli (strain K12) GN=rsmB PE=1 SV=2,6,6,261.66,rsmB,20,48299.01648,OGE-fractionation,2.665487011,4.3465482,12.89623177,8.63933979,8.360468213,1.162548054,2.517932366,4.088218791,6.398832279,1.028554825,1.548508832,23.18388992,62.04890551,30.02764513,6.578193185,11.88203154,3.078328441,3.362363556,6.874214341,128740.4011,209934.0031,622875.311,417271.6149,403802.392,56149.9276,121613.6568,197456.9467,309057.3057,49678.18642,74791.45361,1119759.081,2996901.11,1450305.727,317720.2611,573890.4371,148680.2361,162398.8528,332017.7918
